cust_id,gender
4083,0.42
4084,0.55
4085,0.22
4086,0.44
4087,0.52
4088,0.33
4089,0.22
4090,0.52
4091,0.5
4092,0.55
4093,0.77
4094,0.24
4095,0.41
4096,0.76
4097,0.68
4098,0.61
4099,0.56
4100,0.67
4101,0.62
4102,0.22
4103,0.4
4104,0.06
4105,0.66
4106,0.42
4107,0.42
4108,0.39
4109,0.47
4110,0.21
4111,0.77
4112,0.25
4113,0.23
4114,0.51
4115,0.83
4116,0.61
4117,0.45
4118,0.21
4119,0.44
4120,0.47
4121,0.78
4122,0.61
4123,0.46
4124,0.75
4125,0.53
4126,0.11
4127,0.23
4128,0.03
4129,0.44
4130,0.34
4131,0.54
4132,0.42
4133,0.25
4134,0.43
4135,0.33
4136,0.76
4137,0.14
4138,0.32
4139,0.31
4140,0.74
4141,0.16
4142,0.24
4143,0.35
4144,0.76
4145,0.96
4146,0.58
4147,0.63
4148,0.57
4149,0.89
4150,0.43
4151,0.55
4152,0.72
4153,0.63
4154,0.54
4155,0.39
4156,0.61
4157,0.35
4158,0.55
4159,0.2
4160,0.83
4161,0.37
4162,0.18
4163,0.45
4164,0.56
4165,0.46
4166,0.58
4167,0.7
4168,0.41
4169,0.43
4170,0.45
4171,0.57
4172,0.32
4173,0.38
4174,0.62
4175,0.32
4176,0.79
4177,0.39
4178,0.21
4179,0.15
4180,0.3
4181,0.09
4182,0.47
4183,0.29
4184,0.18
4185,0.26
4186,0.44
4187,0.21
4188,0.94
4189,0.51
4190,0.02
4191,0.49
4192,0.27
4193,0.67
4194,0.57
4195,0.87
4196,0.7271666666666667
4197,0.58
4198,0.49
4199,0.35
4200,0.41
4201,0.46
4202,0.14
4203,0.83
4204,0.76
4205,0.19
4206,0.55
4207,0.44
4208,0.27
4209,0.54
4210,0.25
4211,0.36
4212,0.33
4213,0.25
4214,0.26
4215,0.41
4216,0.61
4217,0.41
4218,0.46
4219,0.61
4220,0.8775
4221,0.27
4222,0.61
4223,0.27
4224,0.1
4225,0.4
4226,0.61
4227,0.39
4228,0.3
4229,0.52
4230,0.65
4231,0.69
4232,0.45
4233,0.15
4234,0.35
4235,0.605
4236,0.54
4237,0.64
4238,0.4425
4239,0.24
4240,0.21
4241,0.33
4242,0.28
4243,0.26
4244,0.34
4245,0.31
4246,0.9
4247,0.52
4248,0.22
4249,0.25
4250,0.45
4251,0.52
4252,0.32
4253,0.36
4254,0.32
4255,0.41
4256,0.16
4257,0.37
4258,0.71
4259,0.85
4260,0.65
4261,0.18
4262,0.19
4263,0.32
4264,0.39
4265,0.06
4266,0.78
4267,0.22
4268,0.22
4269,0.21
4270,0.56
4271,0.41
4272,0.04
4273,0.66
4274,0.83
4275,0.4
4276,0.72
4277,0.55
4278,0.21
4279,0.46
4280,0.43
4281,0.47
4282,0.26
4283,0.58
4284,0.79
4285,0.46
4286,0.56
4287,0.56
4288,0.67
4289,0.62
4290,0.45
4291,0.4
4292,0.4
4293,0.35
4294,0.31
4295,0.27
4296,0.44
4297,0.31
4298,0.41
4299,0.56
4300,0.23
4301,0.27
4302,0.17
4303,0.18
4304,0.45
4305,0.61
4306,0.37
4307,0.44
4308,0.3
4309,0.15
4310,0.33
4311,0.56
4312,0.49
4313,0.61
4314,0.22
4315,0.62
4316,0.73
4317,0.6
4318,0.41
4319,0.52
4320,0.43
4321,0.59
4322,0.53
4323,0.41
4324,0.51
4325,0.65
4326,0.75
4327,0.46
4328,0.38
4329,0.46
4330,0.52
4331,0.67
4332,0.83
4333,0.32
4334,0.28
4335,0.24
4336,0.59
4337,0.65
4338,0.54
4339,0.34
4340,0.47
4341,0.71
4342,0.45
4343,0.09
4344,0.46
4345,0.35
4346,0.09
4347,0.32
4348,0.56
4349,0.895
4350,0.2
4351,0.06
4352,0.5725
4353,0.59
4354,0.38
4355,0.36
4356,0.49
4357,0.32
4358,0.35
4359,0.41
4360,0.89
4361,0.78
4362,0.47
4363,0.52
4364,0.6
4365,0.48
4366,0.08
4367,0.56
4368,0.13
4369,0.89
4370,0.48
4371,0.39
4372,0.9
4373,0.67
4374,0.3
4375,0.68
4376,0.51
4377,0.28
4378,0.53
4379,0.44
4380,0.38
4381,0.28
4382,0.46
4383,0.53
4384,0.64
4385,0.34
4386,0.41
4387,0.59
4388,0.3
4389,0.55
4390,0.53
4391,0.43
4392,0.73
4393,0.15
4394,0.37
4395,0.69
4396,0.67
4397,0.2
4398,0.9
4399,0.34
4400,0.54
4401,0.36
4402,0.46
4403,0.41
4404,0.34
4405,0.66
4406,0.39
4407,0.6
4408,0.57
4409,0.49
4410,0.72
4411,0.47
4412,0.17
4413,0.42
4414,0.54
4415,0.59
4416,0.66
4417,0.47
4418,0.33
4419,0.32
4420,0.32
4421,0.47
4422,0.78
4423,0.36
4424,0.57
4425,0.34
4426,0.56
4427,0.28
4428,0.57
4429,0.29
4430,0.42
4431,0.51
4432,0.56
4433,0.23
4434,0.18
4435,0.67
4436,0.15
4437,0.52
4438,0.22
4439,0.52
4440,0.14
4441,0.28
4442,0.37
4443,0.12
4444,0.65
4445,0.43
4446,0.23
4447,0.63
4448,0.38
4449,0.25
4450,0.18
4451,0.73
4452,0.56
4453,0.33
4454,0.65
4455,0.49
4456,0.43
4457,0.34
4458,0.31
4459,0.37
4460,0.37
4461,0.23
4462,0.45
4463,0.29
4464,0.1
4465,0.66
4466,0.56
4467,0.52
4468,0.64
4469,0.7
4470,0.17
4471,0.33
4472,0.6
4473,0.55
4474,0.28
4475,0.71
4476,0.51
4477,0.31
4478,0.8633333333333333
4479,0.43
4480,0.38
4481,0.11
4482,0.39
4483,0.26
4484,0.385
4485,0.22
4486,0.23
4487,0.31
4488,0.17
4489,0.33
4490,0.31
4491,0.71
4492,0.65
4493,0.51
4494,0.18
4495,0.47
4496,0.32
4497,0.65
4498,0.47
4499,0.34
4500,0.84
4501,0.26
4502,0.29
4503,0.45
4504,0.26
4505,0.67
4506,0.3
4507,0.18
4508,0.44
4509,0.3
4510,0.18
4511,0.51
4512,0.87
4513,0.35
4514,0.73
4515,0.11
4516,0.27
4517,0.44
4518,0.61
4519,0.73
4520,0.5466666666666666
4521,0.76
4522,0.08
4523,0.15
4524,0.73
4525,0.38
4526,0.51
4527,0.18
4528,0.49
4529,0.59
4530,0.75
4531,0.73
4532,0.66
4533,0.57
4534,0.8
4535,0.38
4536,0.55
4537,0.47
4538,0.3
4539,0.72
4540,0.36
4541,0.3
4542,0.68
4543,0.61
4544,0.23
4545,0.54
4546,0.5
4547,0.22
4548,0.37
4549,0.38
4550,0.44
4551,0.71
4552,0.35
4553,0.45
4554,0.62
4555,0.12
4556,0.54
4557,0.39
4558,0.72
4559,0.23
4560,0.32
4561,0.18
4562,0.51
4563,0.87
4564,0.15
4565,0.78
4566,0.28
4567,0.6
4568,0.41
4569,0.49
4570,0.5
4571,0.45
4572,0.39
4573,0.28
4574,0.69
4575,0.66
4576,0.2
4577,0.5
4578,0.38
4579,0.14
4580,0.2
4581,0.57
4582,0.19
4583,0.64
4584,0.35
4585,0.54
4586,0.47
4587,0.34
4588,0.49
4589,0.05
4590,0.71
4591,0.49
4592,0.44
4593,0.75
4594,0.33
4595,0.54
4596,0.41
4597,0.44
4598,0.46
4599,0.32
4600,0.55
4601,0.49
4602,0.44
4603,0.27
4604,0.77
4605,0.27
4606,0.18
4607,0.29
4608,0.45
4609,0.73
4610,0.57
4611,0.52
4612,0.65
4613,0.46
4614,0.56
4615,0.53
4616,0.05
4617,0.4
4618,0.22
4619,0.73
4620,0.54
4621,0.38
4622,1.0
4623,0.67
4624,0.32
4625,0.47
4626,0.58
4627,0.41
4628,0.42
4629,0.54
4630,0.35
4631,0.45
4632,0.26
4633,0.26
4634,0.2
4635,0.5
4636,0.395
4637,0.43
4638,0.35
4639,0.32
4640,0.4
4641,0.33
4642,0.2
4643,0.26
4644,0.49
4645,0.52
4646,0.33
4647,0.61
4648,0.34
4649,0.61
4650,0.21
4651,0.12
4652,0.35
4653,0.34
4654,0.13
4655,0.6
4656,0.44
4657,0.52
4658,0.5
4659,0.57
4660,0.34
4661,0.64
4662,0.2
4663,0.62
4664,0.16
4665,0.63
4666,0.14
4667,0.39
4668,0.23
4669,0.54
4670,0.18
4671,0.41
4672,0.19
4673,0.29
4674,0.28
4675,0.55
4676,0.54
4677,0.22
4678,0.46
4679,0.81
4680,0.33
4681,0.23
4682,0.08
4683,0.21
4684,0.61
4685,0.12
4686,0.35
4687,0.38
4688,0.38
4689,0.2
4690,0.03
4691,0.25
4692,0.33
4693,0.16
4694,0.24
4695,0.35
4696,0.28
4697,0.44
4698,0.31
4699,0.27
4700,0.2
4701,0.36
4702,0.39
4703,0.31
4704,0.81
4705,0.28
4706,0.23
4707,0.77
4708,0.25
4709,0.55
4710,0.4
4711,0.19
4712,0.84
4713,0.62
4714,0.82
4715,0.54
4716,0.61
4717,0.35
4718,0.53
4719,0.74
4720,0.73
4721,0.54
4722,0.56
4723,0.65
4724,0.33
4725,0.53
4726,0.14
4727,0.48
4728,0.23
4729,0.41
4730,0.64
4731,0.55
4732,0.83
4733,0.23
4734,0.4
4735,0.23
4736,0.33
4737,0.61
4738,0.4
4739,0.46
4740,0.2
4741,0.52
4742,0.24
4743,0.63
4744,0.48
4745,0.42
4746,0.56
4747,0.3
4748,0.79
4749,0.18
4750,0.47
4751,0.12
4752,0.59
4753,0.39
4754,0.27
4755,0.57
4756,0.31
4757,0.42
4758,0.67
4759,0.33
4760,0.5
4761,0.76
4762,0.58
4763,0.29
4764,0.41
4765,0.16
4766,0.41
4767,0.79
4768,0.67
4769,0.17
4770,0.48
4771,0.96
4772,0.33
4773,0.27
4774,0.32
4775,0.66
4776,0.25
4777,0.78
4778,0.33
4779,0.37
4780,0.55
4781,0.64
4782,0.53
4783,0.51
4784,0.45
4785,0.49
4786,0.48
4787,0.28
4788,0.4
4789,0.62
4790,0.49
4791,0.29
4792,0.78
4793,0.67
4794,0.7
4795,0.29
4796,0.5
4797,0.23
4798,0.41
4799,0.18
4800,0.39
4801,0.59
4802,0.57
4803,0.16
4804,0.34
4805,0.33
4806,0.37
4807,0.45
4808,0.21
4809,0.56
4810,0.86
4811,0.43
4812,0.44
4813,0.41
4814,0.49
4815,0.81
4816,0.34
4817,0.58
4818,0.8
4819,0.75
4820,0.36
4821,0.69
4822,0.28
4823,0.15
4824,0.58
4825,0.28
4826,0.52
4827,0.42
4828,0.21
4829,0.44
4830,0.34
4831,0.34
4832,0.47
4833,0.51
4834,0.61
4835,0.38
4836,0.55
4837,0.35
4838,0.88
4839,0.36
4840,0.72
4841,0.79
4842,0.58
4843,0.51
4844,0.85
4845,0.41
4846,0.59
4847,0.89
4848,0.73
4849,0.42
4850,0.69
4851,0.38
4852,0.57
4853,0.74
4854,0.71
4855,0.26
4856,0.51
4857,0.49
4858,0.62
4859,0.24
4860,0.54
4861,0.63
4862,0.58
4863,0.21
4864,0.7775
4865,0.26
4866,0.41
4867,0.49
4868,0.1
4869,0.28
4870,0.35
4871,0.55
4872,0.32
4873,0.27
4874,0.59
4875,0.63
4876,0.7
4877,0.84
4878,0.43
4879,0.43
4880,0.14
4881,0.71
4882,0.8
4883,0.56
4884,0.36
4885,0.36
4886,0.28
4887,0.22
4888,0.26
4889,0.13
4890,0.17
4891,0.42
4892,0.65
4893,0.54
4894,0.33
4895,0.38
4896,0.46
4897,0.59
4898,0.32
4899,0.21
4900,0.49
4901,0.51
4902,0.6
4903,0.35
4904,0.59
4905,0.53
4906,0.68
4907,0.58
4908,0.31
4909,0.61
4910,0.31
4911,0.62
4912,0.83
4913,0.69
4914,0.75
4915,0.37
4916,0.31
4917,0.36
4918,0.25
4919,0.47
4920,0.73
4921,0.57
4922,0.47
4923,0.12
4924,0.19
4925,0.33
4926,0.46
4927,0.36
4928,0.13
4929,0.08
4930,0.42
4931,0.39
4932,0.34
4933,0.6
4934,0.92
4935,0.22
4936,0.08
4937,0.39
4938,0.31
4939,0.21
4940,0.44
4941,0.55
4942,0.23
4943,0.42
4944,0.34
4945,0.48
4946,0.6
4947,0.15
4948,0.46
4949,0.19
4950,0.61
4951,0.52
4952,0.26
4953,0.37
4954,0.52
4955,0.76
4956,0.66
4957,0.32
4958,0.79
4959,0.36
4960,0.14
4961,0.33
4962,0.72
4963,0.33
4964,0.45
4965,0.4
4966,0.77
4967,0.74
4968,0.17
4969,0.34
4970,0.17
4971,0.69
4972,0.44
4973,0.57
4974,0.33
4975,0.28
4976,0.47
4977,0.11
4978,0.45
4979,0.73
4980,0.3
4981,0.39
4982,0.41
4983,0.89
4984,0.85
4985,0.75
4986,0.47
4987,0.59
4988,0.2
4989,0.58
4990,0.3
4991,0.27
4992,0.58
4993,0.33
4994,0.25
4995,0.51
4996,0.29
4997,0.96
4998,0.48
4999,0.21
5000,0.45
5001,0.53
5002,0.38
5003,0.28
5004,0.46
5005,0.32
5006,0.5
5007,0.56
5008,0.34
5009,0.71
5010,0.34
5011,0.59
5012,0.45
5013,0.9525
5014,0.19
5015,0.35
5016,0.88
5017,0.42
5018,0.38
5019,0.48
5020,0.64
5021,0.24
5022,0.89
5023,0.58
5024,0.32
5025,0.37
5026,0.69
5027,0.15
5028,0.26
5029,0.58
5030,0.46
5031,0.24
5032,0.83
5033,0.58
5034,0.33
5035,0.36
5036,0.56
5037,0.52
5038,0.15
5039,0.31
5040,0.3
5041,0.6
5042,0.2
5043,0.39
5044,0.7
5045,0.5
5046,0.12
5047,0.32
5048,0.66
5049,0.84
5050,0.43
5051,0.48
5052,0.54
5053,0.59
5054,0.71
5055,0.89
5056,0.36
5057,0.58
5058,0.44
5059,0.44
5060,0.37
5061,0.24
5062,0.23
5063,0.85
5064,0.34
5065,0.51
5066,0.28
5067,0.15
5068,0.29
5069,0.22
5070,0.39
5071,0.6333333333333333
5072,0.47
5073,0.39
5074,0.22
5075,0.33
5076,0.83
5077,0.5
5078,0.4
5079,0.59
5080,0.23
5081,0.57
5082,0.58
5083,0.26
5084,0.37
5085,0.45
5086,0.17
5087,0.5
5088,0.43
5089,0.38
5090,0.44
5091,0.56
5092,0.46
5093,0.26
5094,0.66
5095,0.65
5096,0.12
5097,0.63
5098,0.44
5099,0.25
5100,0.29
5101,0.42
5102,0.29
5103,0.38
5104,0.28
5105,0.21
5106,0.9475
5107,0.4625
5108,0.54
5109,0.7875
5110,0.77
5111,0.69
5112,0.36
5113,0.44
5114,0.25
5115,0.48
5116,0.2
5117,0.24
5118,0.2
5119,0.39
5120,0.77
5121,0.47
5122,0.35
5123,0.37
5124,0.67
5125,0.31
5126,0.23
5127,0.59
5128,0.8366666666666667
5129,0.25
5130,0.36
5131,0.32
5132,0.19
5133,0.58
5134,0.58
5135,0.39
5136,0.12
5137,0.43
5138,0.48
5139,0.36
5140,0.44
5141,0.67
5142,0.38
5143,0.41
5144,0.54
5145,0.55
5146,0.23
5147,0.63
5148,0.95
5149,0.64
5150,0.35
5151,0.72
5152,0.74
5153,0.41
5154,0.64
5155,0.22
5156,0.38
5157,0.46
5158,0.16
5159,0.35
5160,0.66
5161,0.15
5162,0.56
5163,0.41
5164,0.27
5165,0.19
5166,0.46
5167,0.34
5168,0.25
5169,0.72
5170,0.49
5171,0.31
5172,0.36
5173,0.73
5174,0.46
5175,0.64
5176,0.45
5177,0.35
5178,0.52
5179,0.75
5180,0.16
5181,0.83
5182,0.36
5183,0.12
5184,0.57
5185,0.19
5186,0.73
5187,0.24
5188,0.42
5189,0.38
5190,0.13
5191,0.43
5192,0.24
5193,0.24
5194,0.6
5195,0.39
5196,0.58
5197,0.69
5198,0.67
5199,0.41
5200,0.55
5201,0.22
5202,0.17
5203,0.58
5204,0.32
5205,0.37
5206,0.32
5207,0.5
5208,0.74
5209,0.66
5210,0.26
5211,0.49
5212,0.52
5213,0.54
5214,0.65
5215,0.52
5216,0.37
5217,0.62
5218,0.38
5219,0.13
5220,0.76
5221,0.75
5222,0.52
5223,0.34
5224,0.62
5225,0.37
5226,0.56
5227,0.24
5228,0.43
5229,0.41
5230,0.62
5231,0.45
5232,0.8
5233,0.48
5234,0.22
5235,0.57
5236,0.5
5237,0.46
5238,0.55
5239,0.15
5240,0.19
5241,0.84
5242,0.25
5243,0.3
5244,0.12
5245,0.12
5246,0.62
5247,0.3
5248,0.67
5249,0.34
5250,0.49
5251,0.8
5252,0.14
5253,0.24
5254,0.38
5255,0.4
5256,0.4
5257,0.78
5258,0.5
5259,0.39
5260,0.49
5261,0.62
5262,0.23
5263,0.21
5264,0.9
5265,0.38
5266,0.37
5267,0.09
5268,0.51
5269,0.29
5270,0.44
5271,0.63
5272,0.89
5273,0.41
5274,0.07
5275,0.38
5276,0.47
5277,0.02
5278,0.26
5279,0.57
5280,0.57
5281,0.51
5282,0.47
5283,0.13
5284,0.37
5285,0.24
5286,0.71
5287,0.43
5288,0.29
5289,0.54
5290,0.24
5291,0.26
5292,0.34
5293,0.62
5294,0.77
5295,0.2
5296,0.27
5297,0.63
5298,0.18
5299,0.69
5300,0.23
5301,0.44
5302,0.09
5303,0.78
5304,0.65
5305,0.24
5306,0.49
5307,0.48
5308,0.47
5309,0.36
5310,0.15
5311,0.43
5312,0.28
5313,0.14
5314,0.77
5315,0.17
5316,0.59
5317,0.66
5318,0.42
5319,0.38
5320,0.38
5321,0.7
5322,0.13
5323,0.53
5324,0.8
5325,0.47
5326,0.63
5327,0.36
5328,0.24
5329,0.4
5330,0.44
5331,0.1
5332,0.5
5333,0.32
5334,0.84
5335,0.27
5336,0.46
5337,0.44
5338,0.3
5339,0.37
5340,0.1
5341,0.28
5342,0.54
5343,0.45
5344,0.57
5345,0.28
5346,0.5
5347,0.63
5348,0.05
5349,0.54
5350,0.25
5351,0.25
5352,0.41
5353,0.59
5354,0.89
5355,0.72
5356,0.58
5357,0.53
5358,0.68
5359,0.4
5360,0.71
5361,0.45
5362,0.36
5363,0.73
5364,0.59
5365,0.75
5366,0.51
5367,0.79
5368,0.51
5369,0.27
5370,0.26
5371,0.59
5372,0.53
5373,0.43
5374,0.43
5375,0.14
5376,0.67
5377,0.61
5378,0.42
5379,0.15
5380,0.83
5381,0.44
5382,0.44
5383,0.02
5384,0.51
5385,0.14
5386,0.28
5387,0.66
5388,0.48
5389,0.64
5390,0.5
5391,0.21
5392,0.47
5393,0.19
5394,0.44
5395,0.74
5396,0.47
5397,0.11
5398,0.38
5399,0.23
5400,0.48
5401,0.58
5402,0.48
5403,0.1
5404,0.33
5405,0.35
5406,0.5
5407,0.22
5408,0.11
5409,0.43
5410,0.54
5411,0.57
5412,0.59
5413,0.25
5414,0.38
5415,0.37
5416,0.36
5417,0.47
5418,0.4
5419,0.34
5420,0.47
5421,0.13
5422,0.25
5423,0.43
5424,0.81
5425,0.4
5426,0.16
5427,0.61
5428,0.3
5429,0.46
5430,0.22
5431,0.38
5432,0.24
5433,0.27
5434,0.25
5435,0.14
5436,0.29
5437,0.72
5438,0.55
5439,0.63
5440,0.47
5441,0.23
5442,0.6
5443,0.32
5444,0.28
5445,0.23
5446,0.32
5447,0.33
5448,0.67
5449,0.39
5450,0.46
5451,0.26
5452,0.3
5453,0.51
5454,0.4
5455,0.11
5456,0.47
5457,0.12
5458,0.23
5459,0.2833333333333333
5460,0.62
5461,0.37
5462,0.59
5463,0.4825
5464,0.27
5465,0.72
5466,0.03
5467,0.19
5468,0.3
5469,0.59
5470,0.5
5471,0.46
5472,0.32
5473,0.45
5474,0.22
5475,0.39
5476,0.42
5477,0.28
5478,0.55
5479,0.31
5480,0.3
5481,0.63
5482,0.41
5483,0.26
5484,0.43
5485,0.54
5486,0.34
5487,0.28
5488,0.5
