cust_id,gender
3900,1
3901,1
3902,0
3903,0
3904,1
3905,0
3906,0
3907,0
3908,0
3909,1
3910,0
3911,0
3912,0
3913,1
3914,0
3915,0
3916,0
3917,1
3918,1
3919,0
3920,0
3921,1
3922,0
3923,0
3924,1
3925,0
3926,0
3927,0
3928,0
3929,1
3930,0
3931,0
3932,1
3933,0
3934,0
3935,0
3936,0
3937,0
3938,1
3939,0
3940,1
3941,0
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,1
3949,0
3950,0
3951,1
3952,0
3953,0
3954,0
3955,1
3956,0
3957,0
3958,0
3959,1
3960,1
3961,0
3962,0
3963,0
3964,1
3965,1
3966,0
3967,0
3968,1
3969,0
3970,0
3971,0
3972,1
3973,1
3974,1
3975,1
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,1
3983,0
3984,1
3985,0
3986,0
3987,0
3988,1
3989,1
3990,0
3991,0
3992,0
3993,0
3994,0
3995,1
3996,0
3997,0
3998,1
3999,1
4000,0
4001,1
4002,0
4003,0
4004,1
4005,0
4006,0
4007,1
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,1
4019,0
4020,0
4021,0
4022,0
4023,0
4024,1
4025,1
4026,1
4027,0
4028,0
4029,0
4030,0
4031,0
4032,1
4033,0
4034,1
4035,1
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,1
4046,0
4047,0
4048,0
4049,0
4050,0
4051,1
4052,0
4053,0
4054,1
4055,1
4056,1
4057,0
4058,1
4059,1
4060,1
4061,0
4062,1
4063,1
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,1
4078,0
4079,0
4080,1
4081,0
4082,0
4083,0
4084,0
4085,0
4086,1
4087,1
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,0
4103,0
4104,0
4105,1
4106,0
4107,1
4108,0
4109,0
4110,0
4111,1
4112,1
4113,0
4114,1
4115,1
4116,1
4117,0
4118,0
4119,1
4120,1
4121,1
4122,0
4123,1
4124,1
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,1
4137,0
4138,0
4139,1
4140,0
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,1
4150,0
4151,0
4152,0
4153,1
4154,0
4155,0
4156,0
4157,0
4158,1
4159,0
4160,0
4161,0
4162,0
4163,1
4164,1
4165,0
4166,0
4167,1
4168,0
4169,1
4170,0
4171,0
4172,0
4173,0
4174,1
4175,0
4176,1
4177,0
4178,0
4179,0
4180,0
4181,0
4182,1
4183,0
4184,0
4185,0
4186,0
4187,0
4188,1
4189,1
4190,0
4191,1
4192,1
4193,1
4194,0
4195,0
4196,1
4197,1
4198,0
4199,0
4200,1
4201,0
4202,0
4203,1
4204,1
4205,0
4206,0
4207,0
4208,0
4209,1
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,1
4217,0
4218,0
4219,0
4220,1
4221,0
4222,0
4223,0
4224,0
4225,0
4226,1
4227,0
4228,1
4229,0
4230,1
4231,1
4232,0
4233,0
4234,0
4235,1
4236,0
4237,1
4238,1
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,1
4247,0
4248,0
4249,0
4250,0
4251,1
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,1
4260,1
4261,0
4262,0
4263,0
4264,1
4265,0
4266,1
4267,0
4268,0
4269,0
4270,1
4271,0
4272,0
4273,0
4274,1
4275,0
4276,1
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,1
4284,1
4285,1
4286,0
4287,0
4288,1
4289,1
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,1
4297,0
4298,0
4299,1
4300,0
4301,0
4302,0
4303,0
4304,1
4305,1
4306,0
4307,0
4308,0
4309,0
4310,0
4311,1
4312,0
4313,0
4314,0
4315,1
4316,1
4317,1
4318,1
4319,0
4320,1
4321,0
4322,1
4323,0
4324,1
4325,1
4326,1
4327,0
4328,0
4329,0
4330,1
4331,1
4332,1
4333,0
4334,0
4335,0
4336,1
4337,0
4338,1
4339,0
4340,0
4341,1
4342,1
4343,0
4344,0
4345,0
4346,0
4347,0
4348,1
4349,1
4350,0
4351,0
4352,0
4353,1
4354,0
4355,0
4356,1
4357,0
4358,0
4359,0
4360,1
4361,1
4362,0
4363,1
4364,0
4365,1
4366,0
4367,0
4368,0
4369,1
4370,0
4371,1
4372,1
4373,0
4374,0
4375,0
4376,1
4377,0
4378,0
4379,0
4380,0
4381,1
4382,0
4383,1
4384,1
4385,0
4386,0
4387,1
4388,0
4389,1
4390,0
4391,0
4392,1
4393,0
4394,0
4395,0
4396,1
4397,0
4398,1
4399,0
4400,0
4401,1
4402,0
4403,0
4404,0
4405,0
4406,0
4407,1
4408,1
4409,1
4410,1
4411,1
4412,0
4413,0
4414,1
4415,0
4416,0
4417,1
4418,0
4419,0
4420,0
4421,0
4422,1
4423,0
4424,0
4425,0
4426,1
4427,1
4428,0
4429,0
4430,0
4431,0
4432,1
4433,0
4434,0
4435,1
4436,0
4437,1
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,1
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,1
4453,0
4454,1
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,1
4466,1
4467,1
4468,0
4469,0
4470,0
4471,0
4472,1
4473,1
4474,0
4475,1
4476,0
4477,0
4478,1
4479,0
4480,0
4481,0
4482,0
4483,0
4484,1
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,1
4492,1
4493,1
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,1
4501,0
4502,0
4503,0
4504,0
4505,1
4506,1
4507,0
4508,1
4509,0
4510,0
4511,1
4512,0
4513,0
4514,1
4515,0
4516,0
4517,0
4518,1
4519,1
4520,1
4521,1
4522,0
4523,0
4524,0
4525,1
4526,0
4527,0
4528,0
4529,1
4530,1
4531,1
4532,0
4533,1
4534,1
4535,0
4536,1
4537,0
4538,0
4539,1
4540,0
4541,1
4542,1
4543,1
4544,0
4545,1
4546,0
4547,0
4548,0
4549,1
4550,1
4551,1
4552,0
4553,1
4554,1
4555,0
4556,0
4557,0
4558,0
4559,0
4560,1
4561,0
4562,0
4563,1
4564,0
4565,1
4566,0
4567,1
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,1
4575,1
4576,1
4577,0
4578,0
4579,0
4580,0
4581,1
4582,0
4583,1
4584,0
4585,1
4586,0
4587,0
4588,1
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,1
4598,1
4599,0
4600,0
4601,0
4602,0
4603,0
4604,1
4605,1
4606,0
4607,0
4608,0
4609,1
4610,1
4611,1
4612,0
4613,1
4614,1
4615,1
4616,0
4617,0
4618,0
4619,1
4620,0
4621,0
4622,1
4623,1
4624,1
4625,0
4626,0
4627,0
4628,1
4629,1
4630,0
4631,1
4632,0
4633,0
4634,0
4635,0
4636,1
4637,0
4638,0
4639,0
4640,0
4641,0
4642,1
4643,0
4644,0
4645,1
4646,0
4647,1
4648,0
4649,1
4650,0
4651,0
4652,0
4653,0
4654,1
4655,0
4656,0
4657,1
4658,0
4659,1
4660,0
4661,0
4662,0
4663,1
4664,0
4665,1
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,1
4676,1
4677,0
4678,0
4679,1
4680,0
4681,1
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,1
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,1
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,1
4706,0
4707,1
4708,0
4709,0
4710,0
4711,1
4712,0
4713,1
4714,0
4715,1
4716,1
4717,0
4718,1
4719,1
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,1
4731,1
4732,1
4733,0
4734,0
4735,0
4736,0
4737,1
4738,0
4739,1
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,1
4747,0
4748,0
4749,0
4750,0
4751,0
4752,1
4753,0
4754,0
4755,1
4756,0
4757,1
4758,0
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,0
4768,1
4769,0
4770,1
4771,0
4772,0
4773,0
4774,0
4775,1
4776,0
4777,1
4778,1
4779,0
4780,1
4781,1
4782,0
4783,1
4784,0
4785,0
4786,0
4787,0
4788,0
4789,1
4790,1
4791,0
4792,0
4793,0
4794,1
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,1
4802,1
4803,0
4804,0
4805,0
4806,0
4807,1
4808,0
4809,0
4810,1
4811,0
4812,0
4813,0
4814,0
4815,1
4816,0
4817,1
4818,1
4819,1
4820,0
4821,1
4822,0
4823,0
4824,1
4825,0
4826,0
4827,0
4828,0
4829,1
4830,0
4831,0
4832,0
4833,1
4834,1
4835,1
4836,0
4837,1
4838,1
4839,0
4840,1
4841,1
4842,1
4843,0
4844,0
4845,1
4846,1
4847,1
4848,1
4849,0
4850,1
4851,1
4852,1
4853,1
4854,1
4855,0
4856,0
4857,0
4858,1
4859,0
4860,1
4861,0
4862,1
4863,0
4864,1
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,1
4872,0
4873,0
4874,0
4875,1
4876,1
4877,0
4878,1
4879,0
4880,0
4881,1
4882,1
4883,1
4884,1
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,1
4893,1
4894,0
4895,0
4896,0
4897,1
4898,0
4899,0
4900,1
4901,0
4902,0
4903,0
4904,1
4905,1
4906,1
4907,1
4908,0
4909,1
4910,0
4911,1
4912,1
4913,1
4914,1
4915,0
4916,0
4917,1
4918,0
4919,1
4920,0
4921,1
4922,1
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,1
4934,1
4935,1
4936,0
4937,0
4938,0
4939,0
4940,0
4941,1
4942,0
4943,1
4944,0
4945,0
4946,1
4947,0
4948,0
4949,0
4950,1
4951,0
4952,0
4953,0
4954,1
4955,1
4956,1
4957,0
4958,0
4959,0
4960,0
4961,0
4962,1
4963,1
4964,0
4965,0
4966,1
4967,1
4968,0
4969,1
4970,0
4971,1
4972,0
4973,1
4974,0
4975,0
4976,0
4977,0
4978,0
4979,1
4980,0
4981,1
4982,1
4983,1
4984,0
4985,0
4986,0
4987,0
4988,0
4989,1
4990,1
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,1
4998,0
4999,1
5000,0
5001,1
5002,0
5003,0
5004,0
5005,0
5006,0
5007,1
5008,0
5009,0
5010,0
5011,1
5012,0
5013,0
5014,0
5015,0
5016,1
5017,0
5018,0
5019,1
5020,0
5021,0
5022,1
5023,0
5024,0
5025,0
5026,1
5027,0
5028,0
5029,1
5030,1
5031,0
5032,1
5033,0
5034,0
5035,1
5036,1
5037,1
5038,0
5039,0
5040,0
5041,1
5042,0
5043,0
5044,0
5045,0
5046,0
5047,1
5048,1
5049,1
5050,1
5051,1
5052,1
5053,1
5054,1
5055,1
5056,0
5057,0
5058,0
5059,1
5060,1
5061,0
5062,0
5063,1
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,1
5073,0
5074,0
5075,0
5076,1
5077,1
5078,0
5079,0
5080,0
5081,1
5082,1
5083,0
5084,0
5085,1
5086,0
5087,1
5088,1
5089,0
5090,0
5091,0
5092,1
5093,0
5094,1
5095,0
5096,0
5097,1
5098,1
5099,1
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,0
5113,0
5114,0
5115,1
5116,0
5117,0
5118,0
5119,1
5120,1
5121,1
5122,1
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,1
5143,1
5144,1
5145,1
5146,0
5147,1
5148,1
5149,1
5150,0
5151,1
5152,0
5153,0
5154,0
5155,0
5156,0
5157,1
5158,0
5159,1
5160,1
5161,0
5162,1
5163,1
5164,1
5165,0
5166,0
5167,0
5168,0
5169,1
5170,0
5171,0
5172,0
5173,1
5174,0
5175,0
5176,0
5177,0
5178,0
5179,1
5180,0
5181,1
5182,1
5183,0
5184,0
5185,0
5186,1
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,1
5195,0
5196,1
5197,1
5198,1
5199,0
5200,1
5201,0
5202,0
5203,1
5204,0
5205,1
5206,0
5207,1
5208,0
5209,1
5210,0
5211,1
5212,1
5213,0
5214,1
5215,0
5216,0
5217,0
5218,0
5219,0
5220,1
5221,0
5222,0
5223,0
5224,0
5225,1
5226,1
5227,0
5228,1
5229,0
5230,0
5231,0
5232,1
5233,1
5234,0
5235,1
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,1
5243,0
5244,0
5245,0
5246,1
5247,0
5248,1
5249,0
5250,0
5251,1
5252,0
5253,0
5254,1
5255,1
5256,0
5257,1
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,1
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,1
5272,1
5273,0
5274,0
5275,1
5276,0
5277,0
5278,0
5279,0
5280,1
5281,1
5282,0
5283,0
5284,0
5285,0
5286,1
5287,1
5288,0
5289,0
5290,0
5291,0
5292,1
5293,1
5294,1
5295,0
5296,1
5297,0
5298,0
5299,1
5300,0
5301,1
5302,0
5303,1
5304,0
5305,1
5306,1
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,1
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,1
5322,0
5323,1
5324,1
5325,1
5326,1
5327,0
5328,0
5329,0
5330,1
5331,0
5332,0
5333,0
5334,1
5335,0
5336,1
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,1
5345,0
5346,1
5347,1
5348,0
5349,0
5350,1
5351,0
5352,0
5353,0
5354,1
5355,0
5356,1
5357,0
5358,0
5359,0
5360,1
5361,1
5362,0
5363,1
5364,1
5365,1
5366,0
5367,1
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,1
5377,1
5378,0
5379,0
5380,1
5381,1
5382,0
5383,0
5384,1
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,1
5395,1
5396,0
5397,0
5398,0
5399,0
5400,0
5401,1
5402,0
5403,0
5404,0
5405,1
5406,0
5407,0
5408,0
5409,0
5410,1
5411,0
5412,1
5413,0
5414,0
5415,0
5416,0
5417,1
5418,0
5419,0
5420,1
5421,0
5422,0
5423,1
5424,0
5425,0
5426,0
5427,1
5428,0
5429,0
5430,0
5431,0
5432,0
5433,1
5434,0
5435,0
5436,0
5437,1
5438,1
5439,1
5440,1
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,1
5449,1
5450,1
5451,0
5452,0
5453,1
5454,0
5455,0
5456,1
5457,0
5458,1
5459,0
5460,1
5461,0
5462,0
5463,1
5464,0
5465,1
5466,0
5467,0
5468,0
5469,1
5470,1
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,1
5481,1
5482,0
5483,0
5484,1
5485,1
5486,1
5487,0
5488,0
5489,0
5490,0
5491,0
5492,1
5493,0
5494,0
5495,0
5496,1
5497,0
5498,0
5499,0
5500,0
5501,1
5502,0
5503,0
5504,1
5505,1
5506,1
5507,1
5508,1
5509,0
5510,0
5511,1
5512,0
5513,1
5514,0
5515,0
5516,0
5517,1
5518,1
5519,1
5520,0
5521,0
5522,0
5523,1
5524,0
5525,1
5526,0
5527,0
5528,1
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,1
5543,1
5544,1
5545,1
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,1
5554,1
5555,0
5556,0
5557,1
5558,0
5559,0
5560,0
5561,1
5562,1
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,1
5574,1
5575,0
5576,0
5577,0
5578,0
5579,1
5580,1
5581,0
5582,1
5583,0
5584,0
5585,1
5586,1
5587,1
5588,0
5589,1
5590,0
5591,0
5592,0
5593,0
5594,1
5595,0
5596,0
5597,1
5598,0
5599,1
5600,1
5601,1
5602,0
5603,1
5604,1
5605,1
5606,1
5607,0
5608,0
5609,1
5610,1
5611,0
5612,0
5613,0
5614,1
5615,1
5616,1
5617,0
5618,0
5619,0
5620,1
5621,0
5622,0
5623,1
5624,0
5625,1
5626,0
5627,0
5628,1
5629,0
5630,0
5631,0
5632,1
5633,0
5634,0
5635,0
5636,0
5637,0
5638,1
5639,0
5640,1
5641,1
5642,1
5643,0
5644,0
5645,0
5646,0
5647,1
5648,1
5649,0
5650,0
5651,0
5652,1
5653,1
5654,0
5655,0
5656,1
5657,0
5658,0
5659,1
5660,0
5661,0
5662,0
5663,0
5664,1
5665,0
5666,1
5667,0
5668,0
5669,0
5670,0
5671,1
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,1
5679,0
5680,0
5681,0
5682,0
5683,0
5684,1
5685,1
5686,0
5687,1
5688,0
5689,0
5690,1
5691,0
5692,0
5693,1
5694,0
5695,1
5696,1
5697,0
5698,0
5699,0
5700,1
5701,0
5702,0
5703,1
5704,0
5705,0
5706,1
5707,0
5708,1
5709,1
5710,1
5711,0
5712,0
5713,0
5714,1
5715,0
5716,1
5717,0
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,1
5735,0
5736,0
5737,1
5738,0
5739,1
5740,0
5741,0
5742,1
5743,1
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,1
5752,1
5753,0
5754,1
5755,0
5756,0
5757,1
5758,0
5759,1
5760,0
5761,0
5762,1
5763,0
5764,1
5765,0
5766,0
5767,0
5768,0
5769,1
5770,1
5771,1
5772,0
5773,0
5774,0
5775,0
5776,0
5777,1
5778,1
5779,1
5780,0
5781,1
5782,1
5783,0
5784,0
5785,0
5786,1
5787,0
5788,1
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,1
5796,0
5797,0
5798,1
5799,1
5800,0
5801,1
5802,1
5803,0
5804,1
5805,1
5806,0
5807,0
5808,0
5809,1
5810,0
5811,0
5812,0
5813,0
5814,1
5815,1
5816,0
5817,1
5818,1
5819,1
5820,1
5821,0
5822,1
5823,0
5824,0
5825,0
5826,0
5827,1
5828,0
5829,0
5830,1
5831,0
5832,0
5833,1
5834,0
5835,0
5836,0
5837,0
5838,1
5839,1
5840,0
5841,1
5842,0
5843,0
5844,0
5845,1
5846,0
5847,1
5848,1
5849,0
5850,0
5851,0
5852,0
5853,0
5854,0
5855,1
5856,0
5857,0
5858,0
5859,1
5860,0
5861,0
5862,0
5863,0
5864,1
5865,0
5866,1
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,1
5877,1
5878,0
5879,1
5880,1
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,1
5890,1
5891,1
5892,1
5893,0
5894,1
5895,0
5896,1
5897,1
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,1
5906,0
5907,0
5908,0
5909,0
5910,1
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,1
5919,0
5920,0
5921,0
5922,1
5923,0
5924,0
5925,0
5926,0
5927,1
5928,0
5929,0
5930,1
5931,0
5932,1
5933,0
5934,1
5935,1
5936,0
5937,1
5938,0
5939,1
5940,0
5941,0
5942,1
5943,1
5944,0
5945,0
5946,0
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,1
5956,0
5957,0
5958,0
5959,0
5960,1
5961,0
5962,0
5963,0
5964,0
5965,0
5966,0
5967,1
5968,1
5969,1
5970,0
5971,1
5972,0
5973,1
5974,1
5975,1
5976,0
5977,1
5978,0
5979,0
5980,0
5981,1
