ID,predict
52731,0.01
53106,0.09
52469,0.69
53076,0.29
50177,0.27
50028,0.63
51856,0.11
53294,0.65
50394,0.6
50791,0.06
51325,0.25
52366,0.48
50372,0.24
51474,0.12
54117,0.08
50413,0.57
51471,0.15
52079,0.05
51553,0.57
52207,0.1
53764,0.05
50806,0.29
52853,0.25
53938,0.46
50353,0.29
52097,0.14
52780,0.74
50390,0.17
53988,0.16
53910,0.93
52128,0.89
53569,0.09
53007,0.18
54039,0.44
52755,0.18
52545,0.45
50342,0.23
52793,0.42
52238,0.18
50782,0.92
51376,0.8
51520,0.08
53075,0.1
51600,0.18
53834,0.16
53964,0.12
51767,0.07
51481,0.1
52998,0.38
52217,0.63
53890,0.01
54196,0.12
53749,0.17
52076,0.57
54197,0.03
52307,0.51
53787,0.4
53805,0.5
51806,0.27
52795,0.72
50256,0.13
51457,0.43
53506,0.1
52765,0.07
52461,0.18
53081,0.05
54086,0.04
52554,0.14
51764,0.19
53689,0.39
53653,0.77
53401,0.31
53402,0.3
50395,0.26
50326,0.19
51830,0.14
52574,0.17
53670,0.44
52802,0.08
51045,0.05
51836,0.43
50694,0.09
52152,0.03
52778,0.1
53770,0.32
50455,0.86
54001,0.13
53067,0.78
52400,0.87
53799,0.48
50962,0.04
50657,0.16
50171,0.41
50035,0.13
52200,0.1
51700,0.23
53259,0.46
51955,0.17
52414,0.15
54195,0.11
54276,0.22
54079,0.18
52979,0.07
52621,0.06
54256,0.02
50901,0.21
50862,0.09
52528,0.72
53016,0.32
50083,0.12
50128,0.05
51496,0.61
51860,0.68
53311,0.18
54125,0.11
50503,0.91
54142,0.21
51849,0.41
50757,0.46
53726,0.04
53211,0.1
51148,0.19
50677,0.21
52512,0.27
51615,0.16
50357,0.44
53691,0.31
54132,0.3
52492,0.38
52664,0.61
50125,0.6
50306,0.11
50746,0.11
52858,0.15
52481,0.78
50216,0.26
53087,0.21
52669,0.16
53386,0.03
50662,0.43
50508,0.09
51989,0.88
51005,0.12
50311,0.27
51450,0.05
50579,0.43
52130,0.1
51125,0.75
51894,0.86
51270,0.1
50060,0.73
50343,0.6
52228,0.18
51406,0.4
51340,0.1
54242,0.14
51787,0.63
50481,0.28
51278,0.18
50736,0.25
50964,0.08
52105,0.29
53892,0.23
51657,0.51
52729,0.73
53721,0.43
53307,0.43
52122,0.23
50447,0.18
53420,0.78
52167,0.69
51277,0.11
53643,0.67
53975,0.23
51290,0.3
51315,0.27
53206,0.66
52586,0.14
54234,0.37
54124,0.2
51697,0.22
50856,0.13
52980,0.71
53489,0.15
53000,0.2
52997,0.04
50750,0.25
52301,0.02
53141,0.51
53573,0.13
51114,0.01
51648,0.13
52415,0.9
51000,0.1
50005,0.19
54249,0.54
51300,0.68
50365,0.06
53544,0.93
51069,0.59
53849,0.48
53158,0.08
52094,0.03
53502,0.11
50690,0.58
50564,0.09
50885,0.17
52544,0.47
52265,0.02
53086,0.44
50981,0.06
52368,0.19
51305,0.11
53695,0.63
53657,0.62
52423,0.61
54008,0.07
50576,0.08
51225,0.65
52017,0.11
50975,0.51
50162,0.21
50077,0.13
53500,0.33
52294,0.53
53698,0.45
53672,0.42
50081,0.64
52320,0.08
51263,0.01
51347,0.26
53098,0.19
54053,0.74
52790,0.31
52646,0.14
53699,0.34
52871,0.05
54085,0.35
53117,0.1
51053,0.1
51779,0.94
53031,0.4
52748,0.81
51524,0.54
51158,0.73
51418,0.02
50027,0.22
51085,0.2
50452,0.2
50255,0.87
51986,0.75
51244,0.04
52026,0.29
53752,0.6
53166,0.42
53345,0.41
53139,0.14
50214,0.26
52681,0.04
54057,0.26
50199,0.51
50246,0.94
53734,0.49
50857,0.2
50463,0.15
54041,0.35
54058,0.1
51569,0.22
51649,0.55
54209,0.22
54007,0.62
50836,0.35
52699,0.26
50164,0.17
50321,0.03
51067,0.35
50610,0.49
50514,0.54
52362,0.12
50251,0.65
51025,0.74
50623,0.07
51572,0.15
50632,0.18
52650,0.03
50988,0.13
53916,0.19
52652,0.75
51397,0.14
53659,0.3
51957,0.07
52899,0.1
51472,0.77
50263,0.26
50018,0.68
53948,0.56
53967,0.27
51250,0.09
50100,0.76
51865,0.16
51123,0.25
50376,0.41
50420,0.57
50611,0.05
51100,0.48
50138,0.26
50995,0.2
50584,0.22
52684,0.47
53806,0.07
54245,0.08
50950,0.17
50896,0.91
52628,0.37
51021,0.17
50883,0.15
53700,0.18
53914,0.16
50501,0.32
52317,0.47
50215,0.09
51750,0.15
52068,0.19
52064,0.23
54139,0.06
53953,0.13
50470,0.12
52188,0.94
50556,0.14
50768,0.4
50972,0.61
53045,0.11
51431,0.2
52235,0.09
53077,0.12
50329,0.28
51172,0.71
53154,0.17
54059,0.15
52974,0.19
51207,0.9
53282,0.1
50325,0.62
52820,0.61
52003,0.22
53281,0.37
53607,0.13
54108,0.4
51443,0.42
52708,0.78
50843,0.16
53855,0.69
53904,0.36
51653,0.23
50400,0.07
53319,0.06
50755,0.19
52125,0.24
52553,0.51
50346,0.17
50278,0.31
51466,0.37
53778,0.07
52640,0.84
50600,0.68
50560,0.38
51679,0.31
50270,0.75
51233,0.11
51968,0.87
52296,0.29
53037,0.6
52842,0.47
54052,0.07
50300,0.09
53753,0.55
51848,0.81
52048,0.07
53033,0.13
50920,0.06
53927,0.06
53930,0.09
51799,0.47
51253,0.14
50195,0.07
53454,0.16
53883,0.16
52350,0.12
51291,0.05
51591,0.79
53431,0.12
51946,0.12
52056,0.23
53779,0.39
51419,0.13
53413,0.56
53512,0.0
53663,0.26
50544,0.25
51577,0.19
53870,0.78
51387,0.09
50047,0.6
50748,0.12
54238,0.31
50737,0.12
52016,0.77
52619,0.24
50969,0.98
53567,0.26
50183,0.69
51681,0.32
51330,0.73
51935,0.21
51706,0.27
53293,0.34
50259,0.88
52117,0.28
52208,0.56
50518,0.54
53490,0.2
50043,0.37
54162,0.52
50568,0.86
52284,0.08
50570,0.07
51094,0.95
51381,0.18
53355,0.31
50261,0.51
52073,0.2
50655,0.02
50796,0.89
53116,0.19
51631,0.18
51720,0.44
50754,0.19
54116,0.04
54077,0.03
54171,0.52
51961,0.13
52329,0.13
50829,0.07
54064,0.12
52850,0.06
53412,0.02
52490,0.58
51464,0.1
53520,0.86
52029,0.71
54005,0.11
50279,0.93
51539,0.04
51200,0.51
53235,0.08
52474,0.23
52131,0.33
50776,0.02
52397,0.69
51800,0.21
51774,0.12
53568,0.65
53058,0.79
53854,0.89
51533,0.34
53178,0.39
51390,0.57
51753,0.33
51793,0.14
50170,0.39
54239,0.47
54032,0.23
53216,0.24
52878,0.38
50833,0.15
52770,0.16
53574,0.02
51676,0.1
51396,0.07
51508,0.21
50375,0.77
51987,0.1
50863,0.11
53487,0.16
53022,0.09
51943,0.62
53427,0.57
52592,0.34
53428,0.17
51956,0.23
51659,0.08
52964,0.87
53879,0.06
52933,0.26
52527,0.08
51541,0.73
51530,0.08
50533,0.2
52120,0.63
51116,0.74
53339,0.1
53934,0.6
53708,0.23
53169,0.13
52773,0.76
51267,0.19
52532,0.24
50575,0.23
50185,0.1
51164,0.39
51716,0.13
51341,0.37
51985,0.12
52183,0.01
51440,0.87
51796,0.32
51863,0.13
52277,0.2
50537,0.25
50865,0.46
53712,0.04
51048,0.56
52086,0.38
52688,0.8
51119,0.1
52182,0.17
53254,0.72
50344,0.12
50541,0.01
50186,0.04
51643,0.34
53839,0.32
52113,0.54
51425,0.93
53710,0.2
54138,0.06
53404,0.34
51754,0.53
51402,0.01
51658,0.84
53982,0.24
53844,0.48
51426,0.65
53163,0.17
53321,0.12
50001,0.58
50601,0.27
50046,0.22
51807,0.73
53251,0.92
53450,0.23
52902,0.18
52579,0.15
52363,0.11
53641,0.2
53739,0.38
53600,0.36
53179,0.89
52470,0.65
53563,0.18
51876,0.04
51630,0.35
52196,0.27
53350,0.37
53555,0.22
53276,0.62
54026,0.8
51088,0.4
51377,0.31
50434,0.3
53125,0.39
53703,0.48
50055,0.1
52614,0.23
50820,0.45
52341,0.58
52219,0.04
53886,0.13
50087,0.24
53971,0.32
51515,0.71
51687,0.12
50982,0.06
53447,0.82
52375,0.05
53072,0.19
51103,0.44
50700,0.17
51725,0.04
53831,0.08
52900,0.43
52599,0.07
52293,0.85
50622,0.05
52112,0.71
53299,0.06
51297,0.38
52837,0.26
53702,0.09
51978,0.16
50442,0.29
51281,0.07
51575,0.02
51039,0.79
51994,0.66
51031,0.34
52662,0.79
53807,0.63
52304,0.15
52110,0.12
51392,0.13
52090,0.7
52630,0.47
50137,0.14
51899,0.11
53619,0.64
51274,0.45
53271,0.63
54176,0.12
50404,0.14
50691,0.24
52178,0.82
51632,0.13
51232,0.21
53488,0.07
50053,0.65
50269,0.47
53584,0.11
51247,0.05
50659,0.63
53226,0.43
51480,0.22
53329,0.08
51223,0.24
51444,0.7
53147,0.34
51835,0.67
53348,0.3
52674,0.74
53853,0.32
51527,0.1
50997,0.03
53057,0.02
54022,0.1
52626,0.4
51696,0.34
52002,0.3
53578,0.19
53342,0.17
51190,0.43
50097,0.1
53270,0.17
53679,0.93
51802,0.44
54150,0.08
51201,0.84
52109,0.12
50039,0.15
50913,0.24
50336,0.73
50826,0.05
51851,0.2
53118,0.23
53177,0.1
51109,0.33
53069,0.03
52013,0.58
52761,0.18
52993,0.14
52887,0.03
50909,0.13
51616,0.28
53352,0.43
52941,0.38
50286,0.56
53780,0.44
53911,0.06
52624,0.33
52612,0.07
52011,0.48
50361,0.02
53466,0.41
50660,0.26
50320,0.56
52833,0.76
51204,0.91
51494,0.69
50852,0.54
50728,0.26
53336,0.52
51295,0.08
53255,0.15
51235,0.16
50940,0.24
51936,0.89
52524,0.32
52762,0.23
52232,0.44
52365,0.78
52099,0.15
53054,0.66
52500,0.41
53433,0.18
53881,0.11
53626,0.18
50770,0.47
51409,0.25
53933,0.4
52264,0.05
51065,0.46
53915,0.33
50801,0.45
50331,0.08
52295,0.21
52360,0.9
53772,0.1
50866,0.11
52486,0.08
51234,0.01
53066,0.08
52783,0.15
53652,0.21
52460,0.78
54020,0.34
54006,0.47
50695,0.15
50665,0.26
50319,0.08
53722,0.18
54191,0.19
51973,0.19
52179,0.25
50283,0.31
53501,0.13
53537,0.36
50220,0.73
53547,0.11
50735,0.21
50356,0.03
51602,0.03
52832,0.15
50716,0.7
50821,0.72
51195,0.11
52954,0.06
53723,0.45
52536,0.14
51601,0.03
51879,0.1
51159,0.66
51003,0.08
51294,0.1
53290,0.18
50721,0.22
54259,0.34
50484,0.29
54149,0.21
50172,0.74
51346,0.29
54017,0.41
51156,0.1
51091,0.2
52441,0.57
50427,0.31
51493,0.13
50222,0.09
50369,0.33
54118,0.24
52141,0.33
53408,0.24
53356,0.24
50123,0.55
51971,0.29
52506,0.43
52909,0.55
51563,0.88
51302,0.17
51008,0.34
50719,0.15
51705,0.24
51046,0.09
51548,0.78
51781,0.23
54082,0.23
50952,0.21
54113,0.33
51323,0.68
51498,0.48
50317,0.43
50767,0.14
50881,0.24
52220,0.14
52243,0.22
52947,0.45
51732,0.11
53492,0.45
52314,0.27
51043,0.15
50461,0.32
52564,0.1
53540,0.23
53597,0.08
52792,0.16
51182,0.09
51173,0.09
53225,0.14
53395,0.51
51829,0.57
53053,0.11
51212,0.17
52660,0.49
50872,0.24
52815,0.19
52784,0.67
53634,0.37
50669,0.17
52042,0.23
52246,0.12
52004,0.26
51184,0.62
53185,0.11
52587,0.26
53495,0.1
50870,0.09
54282,0.11
51120,0.29
53152,0.07
51144,0.08
51188,0.84
52606,0.51
54126,0.21
53810,0.02
51714,0.23
53472,0.76
50341,0.35
51245,0.41
51198,0.05
53171,0.07
50977,0.21
50751,0.54
50925,0.03
51776,0.65
51923,0.51
53220,0.08
51969,0.17
53596,0.32
52834,0.66
51938,0.23
52482,0.08
52973,0.59
50282,0.36
50091,0.16
54286,0.94
52883,0.12
50161,0.35
51859,0.42
53315,0.9
50607,0.87
51694,0.14
52772,0.12
54208,0.21
54255,0.48
51596,0.01
53036,0.59
53511,0.3
52678,0.34
53366,0.16
50105,0.01
52244,0.21
50762,0.74
50548,0.19
53782,0.29
53612,0.07
54129,0.14
53111,0.47
52012,0.01
53199,0.19
53745,0.96
50653,0.03
50980,0.23
53516,0.07
53186,0.1
51136,0.07
53922,0.32
52278,0.07
53744,0.24
53676,0.26
51343,0.05
53485,0.03
52854,0.96
50135,0.19
52950,0.18
53323,0.74
51691,0.71
53811,0.23
51167,0.12
50439,0.19
51266,0.3
52661,0.05
51101,0.65
50933,0.38
50090,0.31
53476,0.26
53446,0.31
51726,0.15
51765,0.31
52540,0.22
50033,0.39
50963,0.39
50431,0.22
50449,0.32
51671,0.16
50543,0.65
52465,0.43
52995,0.46
50650,0.25
52601,0.15
50687,0.11
50948,0.05
54243,0.02
54206,0.15
52251,0.91
51106,0.68
51081,0.32
51139,0.01
51892,0.26
52666,0.13
53694,0.62
53804,0.22
50592,0.03
51107,0.16
52704,0.11
52450,0.61
50838,0.11
54173,0.9
53286,0.21
50810,0.21
53256,0.18
52910,0.11
52929,0.21
52694,0.76
54091,0.65
51491,0.13
51226,0.04
52541,0.1
51161,0.32
52581,0.44
50454,0.2
53601,0.13
51112,0.49
52417,0.27
50661,0.72
50298,0.08
51024,0.2
52604,0.11
51930,0.36
52267,0.17
54158,0.08
50985,0.1
54183,0.03
53023,0.23
50552,0.51
51298,0.88
51213,0.12
51932,0.09
51389,0.09
50984,0.09
54013,0.16
50489,0.23
52823,0.11
52340,0.12
53441,0.34
54210,0.33
53430,0.04
52588,0.9
54225,0.65
50635,0.58
52282,0.4
50646,0.29
50464,0.14
53900,0.05
51366,0.71
52565,0.23
52163,0.22
50423,0.69
50457,0.13
53645,0.09
50383,0.27
53882,0.94
53668,0.17
51303,0.36
53951,0.75
54012,0.12
53677,0.06
50324,0.78
53078,0.19
54187,0.15
50523,0.16
51511,0.1
50509,0.49
52393,0.31
53508,0.15
50855,0.75
54287,0.22
52407,0.14
52092,0.18
53132,0.03
54110,0.6
53403,0.21
50778,0.32
54205,0.81
52801,0.15
51097,0.16
50011,0.38
50986,0.12
50024,0.05
54088,0.16
50676,0.81
51478,0.75
50111,0.31
53274,0.05
53514,0.11
53038,0.27
50773,0.23
50173,0.54
53784,0.06
52868,0.07
52401,0.97
52177,0.14
50242,0.02
52351,0.32
51401,0.32
53280,0.13
53200,0.34
51735,0.63
51939,0.07
52377,0.38
54240,0.18
50976,0.11
52617,0.23
52248,0.07
52305,0.33
50228,0.25
53517,0.41
50524,0.34
51542,0.08
51077,0.06
52860,0.03
51386,0.08
51206,0.89
52856,0.07
53838,0.27
53334,0.48
51113,0.21
52707,0.19
53802,0.23
52347,0.09
53576,0.08
53115,0.54
50093,0.69
54073,0.83
52739,0.14
51605,0.2
51808,0.17
50551,0.33
51995,0.12
53052,0.27
51304,0.13
50163,0.12
50557,0.65
52695,0.56
52797,0.09
53947,0.93
51040,0.27
52166,0.16
53325,0.57
50938,0.06
52557,0.2
54237,0.1
53398,0.86
53666,0.11
51334,0.49
53207,0.39
54170,0.33
51364,0.67
50309,0.24
52138,0.24
51311,0.03
50063,0.5
53509,0.15
53467,0.59
52364,0.3
54147,0.19
51151,0.04
53662,0.1
50349,0.35
51949,0.34
51821,0.37
53693,0.47
51737,0.56
50664,0.49
53182,0.14
53405,0.1
51254,0.54
52535,0.18
51371,0.41
53365,0.08
50038,0.14
53491,0.21
52132,0.28
53536,0.49
53956,0.75
54260,0.4
51815,0.2
52070,0.08
50210,0.26
52647,0.42
50511,0.76
54192,0.44
52794,0.37
52649,0.03
51778,0.27
52939,0.05
53836,0.6
53381,0.22
50683,0.11
53392,0.33
51980,0.96
52033,0.09
53551,0.22
53687,0.55
50674,0.44
50835,0.16
53283,0.5
50388,0.13
50465,0.17
50618,0.2
50812,0.13
53593,0.11
50722,0.24
51187,0.19
51510,0.36
52436,0.45
53826,0.21
52039,0.24
51393,0.2
52690,0.34
52160,0.21
50176,0.19
52848,0.27
50540,0.61
51844,0.05
53009,0.24
51519,0.07
52805,0.31
53415,0.78
54269,0.26
53674,0.16
51897,0.28
54043,0.77
52237,0.16
52326,0.13
53906,0.36
51719,0.51
51329,0.25
52446,0.24
51675,0.06
53591,0.26
52934,0.89
52521,0.01
52459,0.14
51862,0.39
51162,0.46
52515,0.4
51566,0.69
50460,0.53
52227,0.08
53462,0.84
51682,0.24
50416,0.31
51670,0.04
51301,0.08
52719,0.14
52274,0.14
52742,0.16
52897,0.65
53954,0.33
53112,0.19
53505,0.2
50042,0.14
53912,0.76
53539,0.25
51385,0.11
53361,0.61
53155,0.33
51833,0.5
51861,0.22
51211,0.43
50949,0.17
53743,0.27
50267,0.08
52280,0.05
50113,0.09
52838,0.08
54273,0.68
51872,0.19
50864,0.14
51766,0.61
50334,0.8
50807,0.28
52949,0.47
52613,0.78
54100,0.38
54071,0.1
52814,0.51
52633,0.02
50428,0.29
52245,0.07
52418,0.08
54199,0.88
50513,0.14
51626,0.26
50605,0.46
52193,0.2
52075,0.35
51903,0.09
53237,0.21
52186,0.02
52668,0.32
50841,0.12
51412,0.02
51811,0.3
51573,0.18
52653,0.57
53759,0.24
53262,0.15
50606,0.21
53609,0.18
52373,0.11
53222,0.14
53340,0.31
51692,0.42
52382,0.2
53181,0.14
53725,0.24
51010,0.09
52968,0.13
51138,0.17
52150,0.03
51317,0.25
53819,0.34
51104,0.71
50673,0.16
50002,0.22
51391,0.25
50297,0.17
52774,0.39
52063,0.24
50974,0.18
52309,0.04
53304,0.1
50515,0.4
52115,0.66
53880,0.28
52961,0.59
52488,0.54
53389,0.12
52563,0.7
54285,0.33
50144,0.08
51215,0.06
50250,0.17
51446,0.2
53349,0.13
51042,0.42
53390,0.03
50996,0.09
52928,0.2
50247,0.08
51964,0.64
51974,0.79
51795,0.25
50923,0.88
54104,0.09
52140,0.21
51017,0.9
50707,0.61
53230,0.3
54106,0.46
53192,0.51
52622,0.94
51149,0.38
52038,0.12
54105,0.34
50073,0.3
52149,0.24
52491,0.6
51239,0.46
50832,0.21
50092,0.13
54136,0.16
51905,0.44
50384,0.19
52040,0.1
50786,0.61
52216,0.19
53620,0.12
51380,0.48
51349,0.46
50898,0.77
51623,0.65
50764,0.08
50453,0.07
52315,0.84
50127,0.22
51695,0.05
54048,0.55
53176,0.09
50959,0.53
51672,0.21
51909,0.79
53572,0.38
52999,0.17
50713,0.3
53978,0.18
51747,0.69
52872,0.97
52556,0.39
52135,0.16
50860,0.17
53453,0.19
52395,0.02
54235,0.87
53253,0.1
52394,0.38
53848,0.47
52379,0.1
53236,0.5
50308,0.04
53285,0.3
50917,0.18
50482,0.48
53825,0.26
53015,0.69
51084,0.09
51286,0.09
52422,0.04
50088,0.2
53435,0.17
51220,0.07
52508,0.66
54140,0.15
51988,0.54
53219,0.66
50239,0.57
50554,0.15
52908,0.76
50597,0.53
53375,0.25
53452,0.35
51328,0.3
53232,0.52
51332,0.85
50642,0.15
52453,0.16
51072,0.22
51958,0.09
51205,0.44
52542,0.29
51618,0.69
53746,0.45
54182,0.07
50477,0.07
52069,0.23
51460,0.22
50044,0.69
53021,0.51
50191,0.73
53198,0.69
51485,0.04
51869,0.16
51857,0.21
53332,0.38
52380,0.51
54178,0.3
53245,0.08
53444,0.9
53664,0.42
51853,0.11
53615,0.28
52787,0.25
53658,0.15
50993,0.17
50989,0.34
51507,0.07
52118,0.15
53791,0.12
53379,0.16
53683,0.23
52434,0.96
52060,0.29
50918,0.06
51585,0.21
54288,0.17
52335,0.25
50435,0.83
51662,0.15
53599,0.38
52673,0.15
53445,0.12
52495,0.05
52533,0.08
50096,0.31
52290,0.28
52164,0.18
53142,0.29
50160,0.07
51617,0.84
52537,0.06
52381,0.45
53062,0.18
50022,0.3
51462,0.26
54060,0.4
54253,0.3
52145,0.42
52520,0.62
50248,0.48
52620,0.48
52547,0.1
52236,0.16
53809,0.22
53322,0.82
52121,0.34
50132,0.12
51991,0.22
53193,0.1
51150,0.22
50271,0.26
51194,0.26
51823,0.34
50249,0.05
52146,0.61
51996,0.03
52727,0.5
52144,0.58
51537,0.33
51129,0.54
54289,0.37
50710,0.62
52970,0.67
53748,0.27
50834,0.08
52342,0.42
51638,0.2
53190,0.36
53209,0.65
53931,0.33
50608,0.19
53143,0.14
54163,0.21
50379,0.06
51433,0.17
52505,0.29
50504,0.12
52530,0.33
51310,0.33
51026,0.28
53673,0.1
50941,0.47
52155,0.73
52035,0.36
50293,0.91
51022,0.12
53496,0.3
50265,0.14
51816,0.15
50953,0.13
53852,0.15
52385,0.15
52991,0.21
54025,0.46
51790,0.38
50678,0.12
53614,0.29
53471,0.03
50274,0.42
52466,0.22
52104,0.11
51470,0.19
54152,0.1
50886,0.07
50232,0.06
50613,0.17
51256,0.2
52597,0.72
50873,0.67
53816,0.75
53148,0.27
53194,0.1
54014,0.79
51845,0.03
51867,0.03
52976,0.3
50880,0.11
52084,0.19
53252,0.09
51609,0.02
50647,0.92
54264,0.62
51822,0.23
53240,0.13
53312,0.17
52636,0.39
50036,0.12
52323,0.73
51762,0.1
52827,0.36
52920,0.16
52578,0.2
50201,0.06
53292,0.28
50030,0.2
51590,0.66
51560,0.03
50822,0.15
50937,0.88
50903,0.26
51459,0.83
51475,0.65
52087,0.57
51612,0.18
53371,0.2
51564,0.12
53965,0.04
52187,0.71
51599,0.75
52736,0.09
51839,0.59
53330,0.55
51388,0.2
53041,0.58
51240,0.18
52023,0.63
51850,0.51
52198,0.78
53715,0.19
53376,0.6
51324,0.46
53050,0.46
52948,0.09
53011,0.25
53027,0.08
52798,0.03
52600,0.69
50627,0.52
50530,0.21
53869,0.32
52985,0.17
50373,0.32
50844,0.68
52030,0.66
54203,0.07
50226,0.05
50193,0.5
53302,0.63
51011,0.16
53497,0.2
51834,0.13
51517,0.81
51248,0.14
53980,0.88
54175,0.19
51690,0.24
53364,0.23
51028,0.43
51237,0.17
52567,0.08
52817,0.07
54021,0.06
53083,0.15
51549,0.29
50914,0.26
52758,0.7
50184,0.39
50727,0.89
53217,0.77
51108,0.04
51001,0.01
53238,0.19
53685,0.14
50229,0.18
50166,0.28
50689,0.09
51271,0.05
51976,0.08
51780,0.96
53961,0.11
51110,0.23
51782,0.24
52403,0.22
51838,0.23
53110,0.07
52835,0.14
52963,0.28
51383,0.16
52433,0.06
53275,0.24
51545,0.14
52517,0.32
54224,0.04
51361,0.1
51562,0.13
51581,0.28
50188,0.09
50403,0.74
53800,0.1
52725,0.91
51160,0.09
51503,0.14
52562,0.42
51746,0.73
52497,0.58
50152,0.75
50815,0.13
52171,0.44
52081,0.08
50892,0.17
53757,0.71
51093,0.38
52384,0.17
52809,0.1
53055,0.54
50734,0.17
52657,0.26
52737,0.55
50926,0.1
51948,0.75
50842,0.08
50366,0.12
51532,0.04
52717,0.22
52269,0.72
50070,0.24
53616,0.09
53094,0.38
52025,0.41
51032,0.27
54161,0.54
53046,0.85
51882,0.07
50819,0.04
52321,0.43
50208,0.53
52484,0.53
50396,0.26
51902,0.04
50720,0.59
51512,0.54
51711,0.06
54112,0.09
52611,0.08
51374,0.1
51090,0.9
53012,0.04
50706,0.07
53423,0.4
54011,0.24
53874,0.06
53218,0.1
51534,0.86
51610,0.59
52819,0.14
52915,0.13
52442,0.1
50058,0.18
50287,0.03
50825,0.17
50221,0.07
52008,0.42
53650,0.05
52489,0.42
53372,0.87
52143,0.36
51715,0.02
52750,0.14
51885,0.07
53024,0.2
53189,0.56
53960,0.11
54213,0.22
52041,0.31
50355,0.73
54284,0.06
51228,0.41
51656,0.06
53968,0.39
53632,0.13
52703,0.85
51622,0.09
52677,0.13
51739,0.44
51134,0.23
52448,0.45
52273,0.28
52990,0.26
52502,0.2
50612,0.09
51587,0.3
53035,0.16
53073,0.32
51557,0.19
54065,0.93
53840,0.36
50490,0.13
51382,0.34
50667,0.26
52551,0.17
50066,0.39
51509,0.47
53459,0.15
50391,0.47
53469,0.26
51727,0.74
51363,0.23
53434,0.67
51852,0.19
50295,0.18
51535,0.17
53583,0.16
52958,0.13
51639,0.14
51500,0.4
53122,0.93
54083,0.17
50168,0.15
50616,0.13
53623,0.9
54165,0.3
50304,0.59
53768,0.42
53765,0.3
51944,0.21
50029,0.17
53483,0.46
53113,0.42
53004,0.18
51688,0.29
52831,0.07
54037,0.24
53426,0.03
50542,0.27
50203,0.01
53338,0.35
50671,0.42
52926,0.19
53025,0.86
52777,0.27
51757,0.14
52734,0.24
51689,0.07
